Бүртгэлийн дугаар,Худалдааны нэр,Олон улсын нэршилТун хэмжээNo,Эмийн хэлбэр ,Олгох нөхцөл,Үйлдвэрлэгчийн нэр,Улс,Хүчинтэй хугацаа,Бүртгүүлсэн байгууллага,Бүртгэлийн дугаар.1,Баркод,Баркод.1,,
F140519GP03794,Анпо,Ритодрин,10мг,10,шахмал,Жороор,"Taiwan Biotech Co.,Ltd",Тайвань,2019.05.14,Түвшин-Энэрэл ХХК, ,,
F140519MO03796,Ибупрофен,Ибупрофен,400мг,10x10,бүрхүүлтэй шахмал,Жоргүй,"Xinxiang Forgood Pharmaceuticals Co.,Ltd",БНХАУ,2019.05.14,Xinxiang Forgood ТГ, ,,
F140519MO03800,Аллипен,Ибупрофен,400мг,10x10,шахмал,Жоргүй,"Deawoo Pharm Co.,Ltd",БНСУ,2019.05.14,Интерфарм импорт ХХК, ,,
F20140515TO03819,Биенбанг воованг чунг сим вон,Уламжлалт эм, ,10,үрэл,Жоргүй,"Kwang Dong Pharmaceutical Co.,Ltd",БНСУ,2024.05.15,Палома ХХК,1880641800661,,
F140719AO03857,Полибутин,Тримебутин,100мг,500,шахмал,Жоргүй,"Samil pharm Co.,Ltd",БНСУ,2019.07.01,Монфарм трейд ХХК, ,,
F140719AO03858,Полибутин СР,Тримебутин,300мг,100,шахмал,Жоргүй,"Samil pharm Co.,Ltd",БНСУ,2019.07.01,Монфарм трейд ХХК, ,,
F140719AP03836,Силиген,Силимарин,100мг,10x10,капсул,Жоргүй,"Standard Chem. & Pharm. Co.,Ltd",Тайвань,2019.07.01,Моносфарм Трейд ХХК, ,,
F140719AP03837,Стрептомак,Стрептомицин,1г,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2019.07.01,Моносфарм Трейд ХХК, ,,
F20140701CP03820,Роксера,Розувастатин,5мг,30,бүрхүүлтэй шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2024.05.24,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар",3838989604684,,
F20140701CP03821,Роксера,Розувастатин,10мг,30,бүрхүүлтэй шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2024.05.24,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар", ,,
F20140701CP03822,Роксера,Розувастатин,20мг,30,бүрхүүлтэй шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2024.05.24,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар",3838989599133,,
F20140701CP03823,Валсартан Сандоз,Валсартан,40мг,28,бүрхүүлтэй шахмал,Жороор,Sandoz Pharmaceuticals d.d,Словени,2024.07.01,Сандоз ТГ, ,,
F20140701CP03824,Валсартан Сандоз,Валсартан,80мг,28,бүрхүүлтэй шахмал,Жороор,Sandoz Pharmaceuticals d.d,Словени,2024.07.01,Сандоз ТГ, ,,
F140719CP03863,Верошпирон,Спиронолактон,50мг,30,капсул,Жороор,Gedeon Richter Romania S.A.,Румын,2019.07.01,Гедеон Рихтер ТГ,5997001358832,,
F140719CP03864,Верошпирон,Спиронолактон,100мг,30,капсул,Жороор,Gedeon Richter Romania S.A.,Румын,2019.07.01,Гедеон Рихтер ТГ,5997001358849,,
F140719GP03860,Сиалис,Тадалафил,20мг,1,бүрхүүлтэй шахмал,Жороор,"Lilly S.A.,",Испани,2019.07.01,Азифарма ХХК, ,,
F20140701JP03829,Эдицин,Ванкомицин,500мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Lek Pharmaceuticals d.d,",Словени,2024.07.01,Сандоз ТГ, ,,
F20140701JP03830,Эдицин,Ванкомицин,1000мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Lek Pharmaceuticals d.d,",Словени,2024.07.01,Сандоз ТГ,3838957872145,,
F20140701JP03834,Фипим,Цефепим,500мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Oxford Laboratories PVT. Ltd,БНЭУ,2024.07.01,Бэриш Фарм ХХК,8902034108078,,
F20140701JP03835,Фипим,Цефепим,1г,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Oxford Laboratories PVT. Ltd,БНЭУ,2024.07.01,Бэриш Фарм ХХК,8902034108085,,
F140719JP03838,Капоцин,Капреомицин,1г,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2019.07.01,Моносфарм Трейд ХХК, ,,
F20140701JP03839,Моксимак,Моксифлоксацин,400мг,5,бүрхүүлтэй шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2024.07.01,Моносфарм Трейд ХХК, ,,
F140719JP03854,Азитопс,Азитромицин,500мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Ildong Pharmaceutical Co.,Ltd",БНСУ,2019.07.01,Цомбо ХХК, ,,
F140719RO03859,Колди, ,90мл,1,сироп,Жоргүй,"Samil pharm Co.,Ltd",БНСУ,2019.07.01,Монфарм трейд ХХК, ,,
F20140701RO03862,Лордестин,Дезлоратадин,5мг,10,бүрхүүлтэй шахмал,Жоргүй,CJSC Gedeon Richter - RUS for Gedeon Richter Plc,Унгар,2024.07.01,Гедеон Рихтер ТГ,4605469001467,,
F20140701RO03862,Лордестин,Дезлоратадин,5мг,30,бүрхүүлтэй шахмал,Жоргүй,CJSC Gedeon Richter - RUS for Gedeon Richter Plc,Унгар,2024.07.01,Гедеон Рихтер ТГ,4605469001474,,
F140719RP03832,Аладка,Ксилометазолин,15мл,1,спрей,Жороор,Hanoi University of Pharmacy - Duoc Khoa Pharmaceutical One Member Company Limited,Вьетнам,2019.07.01,Моносфарм Трейд ХХК, ,,
F140719SP03833,Пандекс,Дексаметазон,5мл,1,нүдний дусал,Жороор,Hanoi University of Pharmacy - Duoc Khoa Pharmaceutical One Member Company Limited,Вьетнам,2019.07.01,Моносфарм Трейд ХХК, ,,
F20140804AO03921,Мотилиум,Домперидон,10мг,30,бүрхүүлтэй шахмал,Жоргүй,"Janssen - Cilag, France for Johnson & Johnson LLC",ОХУ,2024.08.04,Моносфарм Трейд ХХК,3574661039190,,
F140819AP03914,Гликлазид Сандоз,Гликлазид,30мг,30,уртасгасан үйлдэлтэй шахмал,Жороор,"Lek Pharmaceuticals d.d,",Словени,2019.08.04,Моносфарм Трейд ХХК, ,,
F140819AP03914,Гликлазид Сандоз,Гликлазид,30мг,60,уртасгасан үйлдэлтэй шахмал,Жороор,"Lek Pharmaceuticals d.d,",Словени,2019.08.04,Моносфарм Трейд ХХК, ,,
F20140804CP03909,Лозар-Денк 25,Лозартан,25мг,28,бүрхүүлтэй шахмал,Жороор,Denk Pharma GmbH & Co.KG,Герман,2024.08.04,Прайорити ХХК,4031571058134,,
F20140804GP03928,Игнис,Силденафил,50мг,10,Аманд уусдаг хальс,Жороор,"Kwang Dong Pharmaceutical Co.,Ltd",БНСУ,2024.08.04,Палома ХХК,AA00019273,,
F140819JP02400,Вильпрафен,Джозамицин,500мг,10,бүрхүүлтэй шахмал,Жороор,Temmler Werke GmbH,Герман,2019.08.04,Моносфарм Трейд ХХК,4607098451248,,
F140819JP02401,Вильпрафен Солютаб,Джозамицин,1000мг,10,дисперсийн шахмал,Жороор,Temmler Werke GmbH,Герман,2019.08.04,Моносфарм Трейд ХХК,4607098451231,,
F140819JP03918,Макокс - 300,Рифампицин,300мг,10x10,капсул,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2019.08.04,Моносфарм Трейд ХХК, ,,
F20140804JP03919,Солонекс 300,Изониазид,300мг,10x10,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2024.08.04,Моносфарм Трейд ХХК,8901463117873,,
F20140804JP03920,Лизомак 600,Линезолид,600мг,10,шахмал,Жороор,Macleods Pharmaceuticals Limited,БНЭУ,2024.08.04,Моносфарм Трейд ХХК,8901463117354,,
F20140804JP03923,Аксел - Цефалексин,Цефалексин,500мг,10x10,капсул,Жороор,Kotrapharma (M) SDN BHD,Малайз,2024.08.04,Монголэмимпекс ХХК, ,,
F20140804JP03924,Аксел - Цефалексин,Цефалексин,250мг,10x10,капсул,Жороор,Kotrapharma (M) SDN BHD,Малайз,2024.08.04,Монголэмимпекс ХХК, ,,
F140819MO03930,Ксеро,Дексибупрофен,150мг,20,шахмал,Жоргүй,"Samil pharm Co.,Ltd",БНСУ,2019.08.04,Монфарм трейд ХХК, ,,
F20140804MP03911,Ибупрофен - Денк 600,Ибупрофен,600мг,10x10,бүрхүүлтэй шахмал,Жороор,Denk Pharma GmbH & Co.KG,Герман,2024.08.04,Денк фарма ХХК, ,,
F20140804MP03911,Ибупрофен - Денк 600,Ибупрофен,600мг,20,бүрхүүлтэй шахмал,Жороор,Denk Pharma GmbH & Co.KG,Герман,2024.08.04,Денк фарма ХХК,4031571065422,,
F20140804MP03913,Диклак 75,Диклофенак,75мг,20,уртасгасан үйлдэлтэй шахмал,Жороор,Salutas Pharma GmbH,Герман,2024.08.04,Моносфарм Трейд ХХК, ,,
F140819NP03917,Седалит,Литийн карбонат,300мг,50,бүрхүүлтэй шахмал,Жороор,Pharmstandard - Leksredstva OJSC,ОХУ,2019.08.04,Моносфарм Трейд ХХК, ,,
F140819RO03922,Бронолак,Амброксол,30мг,20,шахмал,Жоргүй,Sedico Pharmaceuticals Company,Египет,2019.08.04,Мөнхийн тун ХХК, ,,
F20140922AP03943,Клиран,Ондансетрон,8мг,30,бүрхүүлтэй шахмал,Жороор,PT. Bernofarm Pharmaceutical Company,Индонез,2024.09.22,Монголфарм ХХК,8992001700046,,
F20140922AP03944,Метолон,Метоклопрамид,10мг,10x10,шахмал,Жороор,PT. Bernofarm Pharmaceutical Company,Индонез,2024.09.22,Монголфарм ХХК,8992001700022,,
F140919HP03941,Метилпреднизолон,Метилпреднизолон,8мг,10x10,шахмал,Жороор,PT. Bernofarm Pharmaceutical Company,Индонез,2019.09.22,Монголфарм ХХК, ,,
F140919JP03961,Виреад,Тенофовир,300мг,30,шахмал,Жороор,Takeda GmbH,Герман,2019.09.22,Омбол ХХК,8904093800030,,
F20141026AP03976,Одестон,Гимекромон,200мг,50,шахмал,Жороор,Adamed Pharma S.A,Польш,2024.10.26,Монфа трейд ХХК,5904374007571,,
F20141026BO03971,Кардиомагнил,Ацетилсалицилийн хүчил,75мг,30,бүрхүүлтэй шахмал,Жоргүй,Takeda GmbH,Герман,2024.10.26,Моносфарм Трейд ХХК,4031083004575,,
F141019BO03971,Кардиомагнил, ,75мг,100,бүрхүүлтэй шахмал,Жоргүй,Nycomed Denmark ApS,Дани,2019.10.26,Моносфарм Трейд ХХК,4031083004582,,
F141019BO03971,Кардиомагнил, ,75мг,30,бүрхүүлтэй шахмал,Жоргүй,Nycomed Denmark ApS,Дани,2019.10.26,Моносфарм Трейд ХХК,4031083004575,,
F20141026BO03972,Кардиомагнил,Ацетилсалицилийн хүчил,150мг,100,бүрхүүлтэй шахмал,Жоргүй,Takeda GmbH,Герман,2024.10.26,Моносфарм Трейд ХХК,4031083004605,,
F141019BO03972,Кардиомагнил, ,150мг,100,бүрхүүлтэй шахмал,Жоргүй,Nycomed Denmark ApS,Дани,2019.10.26,Моносфарм Трейд ХХК,4031083004605,,
F141019BO03972,Кардиомагнил, ,150мг,30,бүрхүүлтэй шахмал,Жоргүй,Nycomed Denmark ApS,Дани,2019.10.26,Моносфарм Трейд ХХК,4031083004599,,
F141019HP03978,Метрон, ,125мг,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Hankook Korus Pharm Co.,Ltd",БНСУ,2019.10.26,Еврофарм ХХК, ,,
F141019HP03979,Метрон,Метилпреднизолон,250мг,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Hankook Korus Pharm Co.,Ltd",БНСУ,2019.10.26,Еврофарм ХХК, ,,
F141019HP03980,Метрон,Метилпреднизолон,500мг,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,"Hankook Korus Pharm Co.,Ltd",БНСУ,2019.10.26,Еврофарм ХХК, ,,
F20141026JP03981,Зепилен,Цефазолин,1г,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,Medochemie Ltd,Кипр,2024.10.26,Еврофарм ХХК,5290931006386,,
F20141026JP03982,Арчифар,Меропенем,500мг,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,Medochemie Ltd,Кипр,2024.10.26,Еврофарм ХХК,5290931008489,,
F20141026JP03983,Арчифар,Меропенем,1000мг,10,тарилгын уусмал бэлтгэх нунтаг,Жороор,Medochemie Ltd,Кипр,2024.10.26,Еврофарм ХХК,5290931008533,,
F20141026MP03973,Ксефокам,Лорноксикам,4мг,10,бүрхүүлтэй шахмал,Жороор,"Takeda GmbH, Plant Oranienburg",Герман,2024.10.26,Моносфарм Трейд ХХК,4031083005503,,
F20141026MP03974,Ксефокам,Лорноксикам,8мг,10,бүрхүүлтэй шахмал,Жороор,"Takeda GmbH, Plant Oranienburg",Герман,2024.10.26,Моносфарм Трейд ХХК,4031083005510,,
F20141026NO03967,Ноофен,Фенибут,100мг,15,Ууж хэрэглэх уусмал бэлтгэх нунтаг,Жоргүй,Olainfarm JSC,Латви,2024.10.26,Моносфарм Трейд ХХК,4750258313679,,
F20141026NO03968,Ноофен,Фенибут,500мг,5,Ууж хэрэглэх уусмал бэлтгэх нунтаг,Жоргүй,Olainfarm JSC,Латви,2024.10.26,Моносфарм Трейд ХХК,4750258313686,,
F20141026NO03969,Ноофен,Фенибут,250мг,20,капсул,Жоргүй,Olainfarm JSC,Латви,2024.10.26,Моносфарм Трейд ХХК,4750258313662,,
F141019NO03970,Колдрекс,Парацетамол + фенилэфрин + аскорбины хүчил,500 мг + 5 мг + 30 мг,10,шахмал,Жоргүй,S.C. Europharm S.A.,Румын,2019.10.26,Моносфарм Трейд ХХК, ,,
F20141026PP03988,Метронидазол,Метронидазол,500мг,10x10,шахмал,Жороор,PT. Bernofarm Pharmaceutical Company,Индонез,2024.10.26,Монголфарм ХХК,8992001700039,,
F141019RP03987,Поларист,Дексхлорфенирамин,2мг,10x10,шахмал,Жороор,PT. Bernofarm Pharmaceutical Company,Индонез,2019.10.26,Монголфарм ХХК,8992001008609,,
F19960325CP00151,Ультрапрокт,Цинхокаин + флуокортолон,5мг+0.92мг-10г,1,тосон түрхлэг,Жороор,Bayer HealthCare Manufacturing S.r.l,Итали,2023.03.25,Монголэмимпекс ХХК,4260085520343,,
F19960325CP00151,Ультрапрокт,Цинхокаин + флуокортолон,5мг+0.92мг-30г,1,тосон түрхлэг,Жороор,Bayer HealthCare Manufacturing S.r.l,Итали,2023.03.25,Монголэмимпекс ХХК,4008500016794,,
